SENT#,WORD,POS,NER,TAG
87,khi,N,O,
87,nhập cảnh,V,O,
87,.,CH,O,
88,BN315,Np,B-PER,B-BN
88,:,CH,O,
88,BN,Np,O,
88,nam,N,O,B-SEX
88,",",CH,O,
88,39,M,O,B-AGE
88,tuổi,N,O,
88,",",CH,O,
88,từ,E,O,B-R
88,Campuchia,Np,B-LOC,B-LOC
88,về,V,O,B-R
88,nước,N,O,B-LOC
88,và,C,O,
88,nhập cảnh,V,O,
88,trái phép,A,O,
88,qua,V,O,
88,đường mòn,N,O,
88,vào,E,O,
88,lúc,N,O,
88,15h30,V,O,
88,ngày,N,B-LOC,
88,2/5,M,I-LOC,B-TIME
88,",",CH,O,
88,đến,V,O,
88,nhà,N,O,
88,người,N,O,
88,dì,Nc,O,
88,ruột,A,O,
88,tại,E,O,
88,ấp,N,B-LOC,
88,Tân Đông,Np,I-LOC,
88,",",CH,O,
88,xã,N,B-LOC,
88,Tân Thành,Np,I-LOC,
88,",",CH,O,
88,huyện,N,B-LOC,
88,Tân Châu,Np,I-LOC,
88,(,CH,O,
88,Tây Ninh,Np,B-LOC,
88,),CH,O,
88,.,CH,O,
89,BN316,Np,B-PER,B-BN
89,),CH,O,
89,:,CH,O,
89,BN,Np,B-PER,
89,nam,N,O,B-SEX
89,",",CH,O,
89,19,M,O,B-AGE
89,tuổi,N,O,
89,",",CH,O,
89,có,V,O,
89,địa chỉ,N,O,
89,tại,E,O,
89,TP,Ny,O,B-ADD
89,Đà Nẵng,Np,B-LOC,B-ADD
89,.,CH,O,
90,Ngày,N,O,
90,14/5,M,O,B-TIME
90,từ,E,O,B-R
90,Philippines,Np,B-LOC,B-LOC
90,về,V,O,B-R
90,nước,N,O,B-LOC
90,trên,E,O,
90,chuyến,N,O,
90,bay,V,O,
90,số hiệu,N,B-LOC,
90,QH9352,Np,I-LOC,B-FLIGHT
90,",",CH,O,
90,ngay,T,O,
90,sau,N,O,
90,khi,N,O,
90,nhập cảnh,V,O,B-R
90,tại,E,O,
90,Sân bay,N,B-LOC,B-LOC
90,Quốc tế,N,I-LOC,I-LOC
90,Cần Thơ,Np,I-LOC,I-LOC
90,.,CH,O,
91,BN317,Np,B-PER,B-BN
91,:,CH,O,
91,BN,Np,O,
91,nam,N,O,B-SEX
91,",",CH,O,
91,29,M,O,B-AGE
91,tuổi,N,O,
91,",",CH,O,
91,có,V,O,
91,địa chỉ,N,O,
91,tại,E,O,
91,Diên Khánh,Np,B-LOC,B-ADD
91,",",CH,B-LOC,I-ADD
91,Khánh Hoà,Np,I-LOC,I-ADD
91,.,CH,O,
92,Ngày,N,O,
92,13/5,M,O,B-TIME
92,",",CH,O,
92,từ,E,O,B-R
92,Liên bang Nga,N,O,B-LOC
92,về,V,O,B-R
92,nước,N,O,B-LOC
92,trên,E,O,
92,chuyến,N,B-LOC,
92,bay,V,I-LOC,
92,VN0062,Np,I-LOC,B-FLIGHT
92,",",CH,O,
92,sau,N,O,
92,khi,N,O,
92,nhập cảnh,V,O,B-R
92,tại,E,O,
92,Sân bay,N,B-LOC,B-LOC
92,Vân Đồn,Np,I-LOC,I-LOC
92,.,CH,O,
93,BN318,Np,B-PER,B-BN
93,:,CH,O,
93,BN nữ,N,O,B-SEX
93,",",CH,O,
93,41,M,O,B-AGE
93,tuổi,N,O,
93,",",CH,O,
93,có,V,O,
93,địa chỉ,N,O,
93,tại,E,O,
93,TP,Ny,B-LOC,B-ADD
93,Thanh Hoá,Np,I-LOC,I-ADD
93,",",CH,O,I-ADD
93,tỉnh,N,B-LOC,I-ADD
93,Thanh Hoá,Np,I-LOC,I-ADD
93,.,CH,O,
94,Ngày,N,O,
94,13/5,M,O,B-TIME
94,",",CH,O,
94,từ,E,O,B-R
94,Liên bang Nga,N,O,B-LOC
94,về,V,O,B-R
94,nước,N,O,B-LOC
94,trên,E,O,
94,chuyến,N,B-LOC,
94,bay,V,I-LOC,
94,VN0062,Np,I-LOC,B-FLIGHT
94,",",CH,O,
94,sau,N,O,
94,khi,N,O,
94,nhập cảnh,V,O,B-R
94,sân bay,N,B-LOC,B-LOC
94,Vân Đồn,Np,I-LOC,I-LOC
94,.,CH,O,
95,THÔNG BÁO,Np,B-PER,
95,VỀ,Np,B-PER,
95,BN313,Np,I-PER,B-BN
95,:,CH,B-LOC,
95,BN,Np,I-LOC,
95,nam,N,O,B-SEX
95,",",CH,O,
95,28,M,O,B-AGE
95,tuổi,N,O,
95,",",CH,O,
95,ở,E,O,
95,Yên Thành,Np,B-LOC,B-ADD
95,",",CH,B-LOC,I-ADD
95,Nghệ An,Np,I-LOC,I-ADD
95,.,CH,O,
96,BN,Np,B-PER,B-BN
96,từ,E,O,B-R
96,Dubai,Np,B-LOC,B-LOC
96,-,CH,B-LOC,I-LOC
96,UAE,Np,I-LOC,I-LOC
96,về,E,O,B-R
96,Việt Nam,Np,B-LOC,B-LOC
96,ngày,N,B-LOC,
96,03/5/2020,M,I-LOC,B-TIME
96,trên,E,O,
96,chuyến,N,O,
96,bay,V,O,
96,VN0088,Np,B-LOC,B-FLIGHT
96,",",CH,O,
96,số,N,O,
96,ghế,N,O,
96,51K,N,O,
96,.,CH,O,
97,Sau,N,O,
97,khi,N,O,
97,nhập cảnh,V,O,
97,",",CH,O,
97,BN,Np,B-PER,B-BN
97,không,R,O,
97,có,V,O,
97,triệu chứng,N,O,
97,",",CH,O,
97,sức khỏe,N,O,
97,ổn định,A,O,
97,và,C,O,
97,được,V,O,
97,cách ly,V,O,B-R
97,tại,E,O,
97,khu,N,O,
97,cách ly,V,O,
97,tập trung,V,O,
97,Ký túc xá,N,B-LOC,B-LOC
97,sinh viên,N,I-LOC,I-LOC
97,tỉnh,N,I-LOC,I-LOC
97,Bạc Liêu,Np,I-LOC,I-LOC
97,.,CH,O,
98,Trong,E,O,
98,đợt,N,O,
98,lấy,V,O,
98,mẫu,N,O,
98,xét nghiệm,V,O,
98,ngày,N,O,
98,13/5,M,O,B-TIME
98,của,E,O,
98,Trung tâm,N,O,B-HOS
98,Kiểm soát,V,O,I-HOS
98,Bệnh tật,N,B-LOC,I-HOS
98,tỉnh,N,I-LOC,I-HOS
98,Bạc Liêu,Np,I-LOC,I-HOS
98,",",CH,B-LOC,
98,BN,Np,I-LOC,B-BN
98,có,V,O,
98,kết quả,N,O,
98,xét nghiệm,V,O,
98,dương tính,A,O,B-STATUS
98,với,E,O,
98,SARS,Np,B-LOC,
98,-,CH,O,
98,CoV,Ny,O,
98,-,CH,O,
98,2,M,O,
98,.,CH,O,
99,Hiện,N,O,B-TIME
99,BN,Np,B-PER,B-BN
99,được,V,O,
99,chuyển,V,O,
99,cách ly,V,O,B-R
99,",",CH,O,
99,theo dõi,V,O,B-R
99,tại,E,O,
99,Bệnh viện,N,B-LOC,B-HOS
99,Đa khoa,N,I-LOC,I-HOS
99,tỉnh,N,I-LOC,I-HOS
99,Bạc Liêu,Np,I-LOC,I-HOS
99,.,CH,O,
100,THÔNG BÁO,Np,B-PER,
100,VỀ,Np,I-PER,
100,24,M,O,
100,CA,Np,B-PER,
100,MẮC,Np,I-PER,
100,MỚI COVID,Np,I-PER,
100,-,CH,O,
100,19,M,O,
100,:,CH,O,
100,Đến,E,O,
100,6h,N,B-LOC,
100,sáng,N,I-LOC,
100,15/5,M,I-LOC,B-TIME
100,",",CH,O,
100,Việt Nam,Np,B-LOC,
100,đã,R,O,
100,ghi nhận,V,O,
100,thêm,V,O,
100,24,M,O,
100,ca,N,O,
100,nhiễm,V,O,
100,virus,FW,O,
100,SARS,Np,B-LOC,
100,-,CH,O,
100,CoV,Ny,O,
100,-,CH,O,
100,2,M,O,
100,",",CH,O,
100,nâng,V,O,
100,tổng số,N,B-LOC,
100,ca,N,I-LOC,
100,COVID,Np,I-LOC,
100,-,CH,O,
100,19,M,O,
100,trên,E,O,
100,cả,P,O,
100,nước,N,O,
100,lên,V,O,
100,312,N,B-LOC,
100,BN,Np,I-LOC,B-BNS
100,(,CH,O,
100,260,M,O,
100,người,N,O,
100,đã,R,O,
100,được,V,O,
100,chữa,V,O,
100,khỏi,V,O,
100,),CH,O,
100,.,CH,O,
101,Theo,V,O,
101,báo cáo,N,O,
101,nhận,V,O,
101,được,R,O,
101,tối,N,O,
101,14/5/2020,V,O,B-TIME
101,từ,E,O,
101,Sở,N,B-LOC,
101,Y tế,N,I-LOC,
101,tỉnh,N,I-LOC,
101,Thái Bình,Np,I-LOC,
101,và,C,O,
101,Trung tâm,N,O,
101,Kiểm soát,V,O,
101,bệnh tật,N,B-LOC,
101,tỉnh,N,I-LOC,
101,Quảng Ninh,Np,I-LOC,
101,",",CH,O,
101,tất cả,P,O,
101,trường hợp,N,O,
101,này,P,O,
101,đều,R,O,
101,là,V,O,
101,hành khách,N,O,
101,trên,E,O,
101,chuyến,N,B-LOC,
101,bay,V,I-LOC,
101,VN0062,Np,I-LOC,B-FLIGHT
101,từ,E,O,
101,Moscow,Np,B-LOC,
101,(,CH,B-LOC,
101,Nga,Np,I-LOC,
101,),CH,O,
101,hạ cánh,V,O,
101,xuống,V,O,
101,sân bay,N,B-LOC,
101,Vân Đồn,Np,I-LOC,
101,(,CH,O,
101,Quảng Ninh,Np,B-LOC,
101,),CH,O,
101,lúc,N,O,
101,4h40,V,O,
101,sáng,N,B-LOC,
101,13/5/2020,M,I-LOC,B-TIME
101,",",CH,O,
101,được,V,O,
101,cách ly,V,O,
101,ngay,T,O,
101,sau,N,O,
101,khi,N,O,
101,nhập cảnh,V,O,
101,và,C,O,
101,không,R,O,
101,có,V,O,
101,khả năng,N,O,
101,lây nhiễm,V,O,
101,ra,V,O,
101,cộng đồng,N,O,
101,.,CH,O,
102,Chuyến,N,O,
102,bay,V,O,
102,VN0062,Np,B-PER,B-FLIGHT
102,chở,V,O,
102,345,N,O,
102,hành khách,N,O,
102,và,C,O,
102,thành viên,N,O,
102,phi hành đoàn,N,O,
102,",",CH,O,
102,sau,N,O,
102,khi,N,O,
102,nhập cảnh,V,O,
102,được,R,O,
102,cách ly,V,O,
102,tại,E,O,
102,3,M,O,
102,địa phương,N,O,
102,là,V,O,
102,Thái Bình,Np,B-LOC,
102,",",CH,B-LOC,
102,Quảng Ninh,Np,I-LOC,
102,và,C,O,
102,Hải Dương,Np,B-LOC,
102,.,CH,O,
103,23,M,O,
103,BN,Np,B-PER,B-BNS
103,trong,E,O,
103,số,N,O,
103,này,P,O,
103,được,V,O,
103,chuyển,V,O,
103,đến,E,O,
103,Bệnh viện,N,B-LOC,
103,Đa khoa,N,I-LOC,
103,tỉnh,N,I-LOC,
103,Thái Bình,Np,I-LOC,
103,",",CH,O,
103,01,N,B-LOC,
103,BN,Np,I-LOC,B-BNS
103,còn,V,O,
103,lại,V,O,
103,được,V,O,
103,chuyển,V,O,
103,tới,E,O,
103,Bệnh viện,N,B-LOC,
103,số,N,I-LOC,
103,2,M,I-LOC,
103,tỉnh,N,B-LOC,
103,Quảng Ninh,Np,I-LOC,
103,.,CH,O,
104,ĐÃ,R,O,
104,CHỮA,Np,B-PER,
104,KHỎI,Np,I-PER,
104,260,V,O,
104,/,CH,O,
104,288,N,B-LOC,
104,BN COVID,Np,I-LOC,
104,-,CH,O,
104,19,M,O,
104,:,CH,O,
104,Tính,V,O,
104,đến,E,O,
104,18h,M,O,
104,ngày,N,O,
104,14/5,M,O,B-TIME
104,",",CH,O,
104,đã,R,O,
104,có,V,O,
104,260,N,B-LOC,
104,BN COVID,Np,I-LOC,
104,-,CH,O,
104,19,M,O,
104,tại,E,O,
104,nước,N,O,
104,ta,P,O,
104,được,R,O,
104,công bố,V,O,
104,khỏi,V,O,
104,bệnh,N,O,
104,/,CH,O,
104,xuất viện,V,O,
104,chiếm,V,O,
104,90,M,O,
104,%,N,O,
104,tổng số,N,O,
104,ca,N,O,
104,đang,R,O,
104,điều trị,V,O,
104,.,CH,O,
105,Trong,E,O,
105,8,M,O,
105,người,N,O,
105,vừa,R,O,
105,được,V,O,
105,công bố,V,O,
105,khỏi,V,O,
105,bệnh,N,O,
105,hôm nay,N,O,
105,có,V,O,
105,1,M,O,
105,bác sĩ,N,B-LOC,
105,Bệnh viện,N,I-LOC,
105,Bệnh,N,I-LOC,
105,nhiệt đới,N,I-LOC,
105,Trung ương,N,I-LOC,
105,(,CH,I-LOC,
105,BN141,Np,I-LOC,B-BN
105,),CH,O,
105,",",CH,O,
105,một,M,O,
105,ca,N,O,
105,tái,Z,O,
105,dương tính,N,O,B-STATUS
105,(,CH,O,
105,BN50,Np,B-LOC,B-BN
105,),CH,O,
105,",",CH,O,
105,3,M,O,
105,người,N,O,
105,liên quan,V,O,
105,tới,E,O,
105,bệnh viện,N,B-LOC,
105,Bạch Mai,Np,I-LOC,
105,...,CH,O,
105,17,M,O,
105,CA,Np,B-PER,
105,MẮC,Np,I-PER,
105,MỚI COVID,Np,I-PER,
105,-,CH,O,
105,19,M,O,
105,ĐỀU,Np,B-PER,
105,TỪ,Np,I-PER,
105,UAE,Np,B-LOC,
105,VỀ,Np,I-LOC,
105,",",CH,O,
105,ĐÃ,Np,B-PER,
105,ĐƯỢC,Np,I-PER,
105,CÁCH LY,Np,I-PER,
105,:,CH,O,
105,Việt Nam,Np,B-LOC,
105,đã,R,O,
105,ghi nhận,V,O,
105,thêm,V,O,
105,17,M,O,
105,ca,N,O,
105,mắc,V,O,
105,COVID,Np,B-LOC,
105,-,CH,O,
105,19,M,O,
105,",",CH,O,
105,nâng,V,O,
105,tổng số,N,O,
105,ca,N,O,
105,nhiễm,V,O,
105,ở,E,O,
105,nước,N,O,
105,ta,P,O,
105,lên,V,O,
105,288,V,O,
105,người,N,O,
105,.,CH,O,
106,Các,L,O,
106,ca,N,O,
106,này,P,O,
106,(,CH,O,
106,từ,E,O,
106,BN272,Np,B-LOC,B-BN
106,đến,E,O,
106,BN288,Np,B-LOC,B-BN
106,),CH,O,
106,đều,R,O,
106,là,V,O,
106,hành khách,N,O,
106,trên,E,O,
106,chuyến,N,O,
106,bay,V,O,
106,từ,E,O,
106,Dubai,Np,B-LOC,
106,mang,V,O,
106,số hiệu,N,B-LOC,
106,VN88,Np,I-LOC,B-FLIGHT
106,",",CH,O,
106,hạ cánh,V,O,
106,tại,E,O,
106,sân bay,N,B-LOC,
106,Cần Thơ,Np,I-LOC,
106,vào,E,O,
106,rạng,N,B-LOC,
106,sáng,N,I-LOC,
106,3/5,M,I-LOC,B-TIME
106,.,CH,O,
107,Nếu,C,O,
107,tính,V,O,
107,theo,V,O,
107,tiêu chí,N,O,
107,số,N,O,
107,ca,N,O,
107,lây nhiễm,V,O,
107,trong,E,O,
107,cộng đồng,N,O,
107,",",CH,O,
107,đây,P,O,
107,là,V,O,
107,ngày,N,B-LOC,
107,thứ,N,I-LOC,
107,21,M,I-LOC,
107,Việt Nam,Np,B-LOC,
107,không,R,O,
107,ghi nhận,V,O,
107,ca,N,O,
107,mắc,V,O,
107,mới,A,O,
107,.,CH,O,
108,VIỆT,Np,B-LOC,
108,NAM,Np,B-PER,
108,ĐÃ,Np,I-PER,
108,CÓ,V,O,
108,233,N,O,
108,CA,Np,B-PER,
108,COVID,Np,I-PER,
108,ĐƯỢC,Np,I-PER,
108,CHỮA,Np,I-PER,
108,KHỎI,Np,I-PER,
108,:,CH,O,
108,Tính,V,O,
108,đến,E,O,
108,16h,M,O,
108,ngày,N,O,
108,7/5,M,O,B-TIME
108,",",CH,O,
108,thông tin,N,O,
108,từ,E,O,
108,Tiểu ban,N,O,
108,Điều trị,V,O,
108,-,CH,O,
108,Ban Chỉ đạo Quốc gia,N,O,
108,phòng,N,O,
108,",",CH,O,
108,chống,V,O,
108,dịch COVID,N,O,
108,-,CH,O,
108,19,M,O,
108,cho,V,O,
108,biết,V,O,
108,",",CH,O,
108,có,V,O,
108,1,M,B-MISC,
108,BN,Np,I-MISC,B-BN
108,mắc,V,O,
108,COVID,Np,O,
108,-,CH,O,
108,19,M,O,
108,tại,E,O,
108,Bệnh viện,N,B-LOC,
108,Đa khoa,N,I-LOC,
108,khu vực,N,I-LOC,
108,Cửa khẩu,N,I-LOC,
108,Quốc tế,N,I-LOC,
108,Cầu Treo,Np,I-LOC,
108,",",CH,O,
108,tỉnh,N,O,
108,Hà Tĩnh,Np,B-LOC,
108,được,V,O,
108,công bố,V,O,
108,khỏi,V,O,
108,bệnh,N,O,
108,.,CH,O,
109,Như vậy,X,O,
109,",",CH,O,
109,đến,E,O,
109,thời điểm,N,O,
109,này,P,O,
109,",",CH,O,
109,Việt Nam,Np,B-LOC,
109,đã,R,O,
109,có,V,O,
109,233,M,O,
109,/,CH,O,
109,271,N,B-LOC,
109,BN COVID,Np,I-LOC,
109,-,CH,O,
109,19,M,O,
109,khỏi,V,O,
109,bệnh,N,O,
109,",",CH,O,
109,xuất viện,V,O,
109,.,CH,O,
110,Hiện,N,O,B-TIME
110,38,M,O,
110,BN,Np,B-PER,B-BNS
110,còn,V,O,
110,lại,V,O,
110,đang,R,O,
110,được,V,O,
110,điều trị,V,O,
110,tại,E,O,
110,các,L,O,
110,cơ sở,N,B-LOC,
110,y tế,N,I-LOC,
110,tuyến,N,I-LOC,
110,Trung ương,N,I-LOC,
110,và,C,O,
110,tuyến,N,O,
110,tỉnh,N,O,
110,.,CH,O,
111,Đa số,L,O,
111,các,L,O,
111,BN,Np,B-PER,B-BNS
111,đều,R,O,
111,có,V,O,
111,sức khoẻ,N,O,
111,ổn định,A,O,
111,.,CH,O,
112,THÊM,V,O,
112,11,M,O,
112,CA COVID,Np,B-PER,
112,-,CH,O,
112,19,M,O,
112,ĐƯỢC,Np,B-PER,
112,CHỮA,Np,I-PER,
112,KHỎI,Np,I-PER,
112,:,CH,O,
112,10,M,O,
112,giờ,Nu,O,
112,sáng,N,B-LOC,
112,5/5,M,I-LOC,B-TIME
112,",",CH,O,
112,Bệnh viện,N,O,
112,Bệnh,N,O,
112,Nhiệt đới,N,O,
112,Trung ương,N,O,
112,công bố,V,O,
112,khỏi,V,O,
112,bệnh,N,O,
112,cho,E,O,
112,11,M,B-MISC,
112,BN COVID,Np,I-MISC,
112,-,CH,O,
112,19,M,O,
112,",",CH,O,
112,gồm,V,O,
112,:,CH,O,
112,BN74,Np,B-LOC,B-BN
112,",",CH,B-LOC,
112,BN137,Np,I-LOC,B-BN
112,",",CH,B-LOC,
112,BN147,Np,I-LOC,B-BN
112,",",CH,O,
112,BN161,Np,B-LOC,B-BN
112,(,CH,O,
112,BN88,M,O,B-BN
112,tuổi,N,O,
112,",",CH,O,
112,cao tuổi,A,O,
112,nhất,R,O,
112,mắc,V,O,
112,COVID,Np,B-PER,
112,-,CH,O,
112,19,M,O,
112,),CH,O,
112,",",CH,O,
112,BN163,Np,B-PER,B-BN
112,",",CH,O,
112,BN201,Np,B-LOC,B-BN
112,",",CH,B-LOC,
112,BN225,Np,I-LOC,B-BN
112,",",CH,O,
112,BN233,Np,B-LOC,B-BN
112,",",CH,B-LOC,
112,BN245,Np,I-LOC,B-BN
112,",",CH,O,
112,BN255,Np,B-LOC,B-BN
112,",",CH,B-LOC,
112,BN267,Np,I-LOC,B-BN
112,.,CH,O,
113,Như vậy,X,O,
113,",",CH,O,
113,Việt Nam,Np,B-PER,
113,đã,R,O,
113,chữa,V,O,
113,khỏi,V,O,
113,232,N,O,
113,ca,N,O,
113,mắc,V,O,
113,COVID,Np,B-LOC,
113,-,CH,O,
113,19,M,O,
113,trên,E,O,
113,tổng số,N,B-LOC,
113,271,N,I-LOC,
113,BN,Np,I-LOC,B-BNS
113,(,CH,O,
113,đạt,V,O,
113,tỷ lệ,N,O,
113,thành công,V,O,
113,86,N,B-LOC,
113,%,M,I-LOC,
113,),CH,O,
113,.,CH,O,
114,CA,Np,O,
114,TỬ VONG,Np,O,
114,DO,Np,O,
114,XƠ GAN,Np,O,
114,GIAI ĐOẠN,Np,O,
114,CUỐI,Np,O,
114,Ở,Np,O,
114,HÀ NAM,Np,B-LOC,
114,KHÔNG PHẢI,Np,O,
114,DO COVID,Np,O,
114,-,CH,O,
114,19,M,O,
114,:,CH,O,
114,Trường hợp,N,O,
114,tử vong,V,O,
114,tại,E,O,
114,Hà Nam,Np,B-LOC,
114,vào,E,O,
114,rạng,N,B-LOC,
114,sáng,N,I-LOC,
114,1/5,M,I-LOC,B-TIME
114,là,C,O,
114,BN,Np,B-PER,B-BN
114,nam,N,O,B-SEX
114,",",CH,O,
114,64,M,O,
114,tuổi,N,O,
114,",",CH,O,
114,quê,N,O,
114,ở,E,O,
114,Bình Lục,Np,B-LOC,
114,",",CH,B-LOC,
114,Hà Nam,Np,I-LOC,
114,",",CH,O,
114,đã,R,O,
114,được,V,O,
114,điều trị,V,O,
114,Khoa,Np,B-LOC,
114,Tiêu hóa,N,B-LOC,
114,BV,Np,I-LOC,
114,Đa khoa,V,O,
114,tỉnh,N,B-LOC,
114,Hà Nam,Np,I-LOC,
114,từ,E,O,
114,ngày,N,O,
114,20/3,V,O,B-TIME
114,với,E,O,
114,các,L,O,
114,bệnh,N,O,
114,xơ gan,V,O,
114,giai đoạn,N,O,
114,cuối,N,O,
114,",",CH,O,
114,suy kiệt,V,O,
114,",",CH,O,
114,bệnh,N,O,
114,gút,N,O,
114,nặng,A,O,
114,",",CH,O,
114,cứng khớp,N,O,
114,",",CH,O,
114,teo cơ,N,O,
114,.,CH,O,
115,Ngày,N,O,
115,7/4,M,O,B-TIME
115,",",CH,O,
115,xét nghiệm,V,O,
115,cho,E,O,
115,kết quả,N,O,
115,dương tính,A,O,B-STATUS
115,với,E,O,
115,SARS,Np,B-LOC,
115,-,CH,O,
115,CoV,Ny,O,
115,-,CH,O,
115,2,M,O,
115,",",CH,O,
115,được,V,O,
115,chuyển,V,O,
115,tới,E,O,
115,Bệnh viện,N,B-LOC,
115,Bệnh,N,I-LOC,
115,Nhiệt đới,N,I-LOC,
115,Trung ương,N,I-LOC,
115,để,E,O,
115,điều trị,V,O,
115,COVID,Np,B-LOC,
115,-,CH,O,
115,19,M,O,
115,.,CH,O,
116,Sau,N,O,
116,thời gian,N,O,
116,điều trị,V,O,
116,đã,R,O,
116,4,M,O,
116,lần,N,O,
116,xét nghiệm,V,O,
116,âm tính,V,O,B-STATUS
116,với,E,O,
116,SARS,Np,B-PER,
116,-,CH,O,
116,CoV,Ny,O,
116,-,CH,O,
116,2,M,O,
116,vào,E,O,
116,các,L,O,
116,ngày,N,O,
116,10,M,O,
116,",",CH,O,
116,12,M,O,
116,",",CH,O,
116,15,M,O,
116,và,C,O,
116,17/4,N,O,B-TIME
116,",",CH,O,
116,BN,Np,B-PER,B-BN
116,được,V,O,
116,Bệnh viện,N,O,
116,Bệnh,N,O,
116,Nhiệt đới,N,O,
116,Trung ương,N,O,
116,xác định,V,O,
116,khỏi,V,O,B-STATUS
116,bệnh,N,O,I-STATUS
116,",",CH,O,
116,không,R,O,
116,còn,R,O,
116,bị,V,O,
116,nhiễm,V,O,
116,COVID,Np,B-PER,
116,-,CH,O,
116,19,M,O,
116,",",CH,O,
116,tình trạng,N,O,
116,các,L,O,
116,bệnh lý,N,O,
116,khác,A,O,
116,ổn định,A,O,
116,",",CH,O,
116,chuyển,V,O,
116,tuyến,N,O,
116,dưới,N,O,
116,để,E,O,
116,điều trị,V,O,
116,bệnh,N,O,
116,xơ gan,V,O,
116,từ,E,O,
116,ngày,N,B-LOC,
116,17/4,M,I-LOC,B-TIME
116,.,CH,O,
117,Khi,N,O,
117,BN,Np,B-PER,
117,tử vong,V,O,
117,",",CH,O,
117,Bệnh viện,N,B-LOC,
117,Đa khoa,N,I-LOC,
117,tỉnh,N,I-LOC,
117,Hà Nam,Np,I-LOC,
117,đã,R,O,
117,tiến hành,V,O,
117,làm,V,O,
117,xét nghiệm,N,B-LOC,
117,SARS,Np,I-LOC,
117,-,CH,O,
117,CoV,Ny,O,
117,-,CH,O,
117,2,M,O,
117,cho,E,O,
117,kết quả,N,O,
117,âm tính,A,O,B-STATUS
117,",",CH,O,
117,BN,Np,B-PER,B-BN
117,không,R,O,
117,có,V,O,
117,bất cứ,R,O,
117,triệu chứng,N,O,
117,nào,P,O,
117,của,E,O,
117,tổn thương,N,O,
117,phổi,N,O,
117,do,E,O,
117,COVID,Np,B-LOC,
117,-,CH,O,
117,19,M,O,
117,gây,V,O,
117,ra,V,O,
117,.,CH,O,
118,THÔNG BÁO,Np,B-PER,
118,VỀ,Np,B-PER,
118,BN271,Np,I-PER,B-BN
118,:,CH,B-LOC,
118,BN,Np,I-LOC,
118,nam,N,O,B-SEX
118,",",CH,O,
118,37,M,O,B-AGE
118,tuổi,N,O,
118,",",CH,O,
118,quốc tịch,N,B-LOC,
118,Anh,Np,I-LOC,B-NAT
118,",",CH,O,
118,là,V,O,B-R
118,chuyên gia,N,O,I-R
118,của,E,O,
118,Tập đoàn,N,O,B-LOC
118,Dầu khí,N,O,B-LOC
118,được,V,O,
118,nhập cảnh,V,O,
118,để,E,O,
118,thực hiện,V,O,
118,dự án,N,O,
118,kinh tế,N,O,
118,.,CH,O,
119,Ngày,N,O,
119,28/4,M,O,B-TIME
119,",",CH,O,
119,BN,Np,B-PER,B-BN
119,bay,V,O,
119,từ,E,O,B-R
119,Anh,Nc,O,B-LOC
119,tới,V,O,B-R
119,Sân bay,N,B-LOC,B-LOC
119,Tân Sơn Nhất,Np,I-LOC,I-LOC
119,trên,E,O,
119,chuyến,N,O,
119,bay,V,O,
119,riêng,A,O,
119,mang,V,O,
119,số hiệu,N,B-LOC,
119,AXY,Np,I-LOC,B-FLIGHT
119,2504,V,O,I-FLIGHT
119,(,CH,O,
119,không,R,O,
119,phải,V,O,
119,chuyến,N,O,
119,bay,V,O,
119,chở,V,O,
119,khách thương mại,N,O,
119,),CH,O,
119,.,CH,O,
120,Cùng,A,O,
120,đi,V,O,
120,với,E,O,
120,BN,Np,B-PER,
120,có,V,O,
120,12,M,O,
120,chuyên gia,N,O,
120,khác,A,O,
120,(,CH,O,
120,đều,R,O,
120,âm tính,V,O,B-STATUS
120,),CH,O,
120,",",CH,O,
120,tất cả,P,O,
120,đã,R,O,
120,được,V,O,
120,quản lý,V,O,
120,",",CH,O,
120,cách ly,V,O,
120,tập trung,V,O,
120,ngay,T,O,
120,sau,N,O,
120,khi,N,O,
120,nhập cảnh,V,O,
120,tại,E,O,
120,huyện,N,B-LOC,
120,Cần Giờ,Np,I-LOC,
120,(,CH,O,
120,TP.,Ny,B-LOC,
120,HCM,Np,I-LOC,
120,),CH,O,
120,",",CH,O,
120,nên,C,O,
120,không,R,O,
120,lây,V,O,
120,ra,V,O,
120,cộng đồng,N,O,
120,.,CH,O,
121,Hiện,N,O,B-TIME
121,BN271,Np,B-PER,B-BN
121,đang,R,O,
121,được,V,O,
121,cách ly,V,O,B-R
121,và,C,O,
121,điều trị,V,O,B-R
121,tại,E,O,
121,Bệnh viện,N,B-LOC,B-HOS
121,Dã chiến,N,I-LOC,I-HOS
121,Củ Chi,Np,I-LOC,I-HOS
121,(,CH,O,I-HOS
121,TP.,Ny,B-LOC,I-HOS
121,HCM,Np,I-LOC,I-HOS
121,),CH,O,I-HOS
121,.,CH,O,
122,THÔNG BÁO,Np,O,
122,VỀ,Np,B-LOC,
122,2,M,I-LOC,
122,BN269,Np,I-LOC,B-BN
122,",",CH,O,
122,BN270,Np,B-LOC,B-BN
122,:,CH,B-LOC,
122,BN269,Np,I-LOC,B-BN
122,-,CH,O,
122,nam,N,O,B-SEX
122,",",CH,O,
122,23,M,O,B-AGE
122,tuổi,N,O,
122,",",CH,O,
122,địa chỉ,N,O,
122,ở,E,O,
122,Hương Mai,Np,B-LOC,B-ADD
122,",",CH,B-LOC,I-ADD
122,Việt Yên,Np,I-LOC,I-ADD
122,",",CH,B-LOC,I-ADD
